model_family,target_column,forecast_origin,draw_id,horizon,target_quarter,value
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,1,2026Q1,3.2143593938414314
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,2,2026Q2,3.1598910349264364
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,3,2026Q3,2.971190123094742
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,4,2026Q4,3.36069094393186
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,5,2027Q1,3.6081714682930497
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,6,2027Q2,3.9733301625225304
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,7,2027Q3,4.692898412214808
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,29,8,2027Q4,5.553751658326339
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,1,2026Q1,2.96663229252103
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,2,2026Q2,3.00017374168953
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,3,2026Q3,2.566988289099967
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,4,2026Q4,2.4169892057624107
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,5,2027Q1,2.1322258538412164
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,6,2027Q2,1.9680595927547806
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,7,2027Q3,2.0145711962589723
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,30,8,2027Q4,2.108353144998932
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,31,1,2026Q1,3.5604935361964314
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,31,2,2026Q2,3.6997617906390716
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,31,3,2026Q3,3.531808722107245
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,31,4,2026Q4,3.4853127320367254
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,31,5,2027Q1,3.2058022842354217
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,31,6,2027Q2,2.7414876277675355
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,31,7,2027Q3,2.4599529722076316
